platform,job_title,category,skills_required,job_type,budget_usd,location_preference,duration_estimate,url
Freelancer.com,E-commerce Site Design -- 2,Mixed,"eCommerce, Graphic Design, HTML, Photoshop Coding, Website Design",Fixed,71,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/commerce-site-design-39550045
Freelancer.com,Sales Executive for BPO in Navi Mumbai,Mixed,"Customer Support, Data Entry, Sales, Telemarketing, Virtual Assistant",Fixed,291,Worldwide,Short-term,https://www.freelancer.com/projects/telemarketing/sales-executive-for-bpo-navi
Freelancer.com,Microsoft Access Database Formatting,Mixed,"Data Entry, Data Processing, Database Programming, Excel, Microsoft Access",Fixed,26,Worldwide,Short-term,https://www.freelancer.com/projects/microsoft-access/microsoft-access-database-formatting
Freelancer.com,SEO Content Writer Needed - 26/06/2025 12:09 EDT,Mixed,"Article Rewriting, Article Writing, Content Writing, Copywriting, Research Writing, SEO, Technical Writing",Fixed,103,Worldwide,Short-term,https://www.freelancer.com/projects/article-rewriting/seo-content-writer-needed-edt
Freelancer.com,Document Variable Comparison Task - Data Entry,Mixed,"Data Entry, Data Extraction, Data Processing, Excel, Microsoft Office",Fixed,18,Worldwide,Short-term,https://www.freelancer.com/projects/excel/document-variable-comparison-task-data
Freelancer.com,SEO & Marketing Wiz for Bahamas Tours Website,Mixed,"Copywriting, Google Adwords, Internet Marketing, Link Building, Marketing, Sales, SEO, Website Design",Fixed,369,Worldwide,Short-term,https://www.freelancer.com/projects/seo/seo-marketing-wiz-for-bahamas
Freelancer.com,Portrait Retouching Specialist,Mixed,"Adobe Lightroom, Photo Editing, Photography, Photoshop, Photoshop Design",Fixed,19,Worldwide,Short-term,https://www.freelancer.com/projects/photoshop/portrait-retouching-specialist-39550032
Freelancer.com,Analyze Police Body Cam Footage,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,18,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/analyze-police-body-cam-footage
Freelancer.com,Electrical Panel Manufacturing Plan - 26/06/2025 12:03 EDT,Mixed,"Circuit Design, Electrical Engineering, Electronics, PCB Layout, Translation",Fixed,10,Worldwide,Short-term,https://www.freelancer.com/contest/electrical-panel-manufacturing-plan-edt-2581214
Freelancer.com,Instagram Reels Content Creator & Editor,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,12,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/instagram-reels-content-creator-editor
Freelancer.com,Part-Time Cold Caller Needed,Mixed,"Sales, Telemarketing, Telephone Handling, Virtual Assistant, Voice Talent",Fixed,9,Worldwide,Short-term,https://www.freelancer.com/projects/telemarketing/part-time-cold-caller-needed-39550021
Freelancer.com,AWS Maintenance and Optimization Specialist,Mixed,"Amazon Web Services, Cloud Computing, Linux, Ubuntu, Web Hosting",Fixed,125,Worldwide,Short-term,https://www.freelancer.com/projects/amazon-web-services/aws-maintenance-optimization-specialist
Freelancer.com,Minimalist Emotion-Themed Line Art,Mixed,"Caricature & Cartoons, Graphic Design, Illustration, Illustrator, Logo Design",Fixed,332,Worldwide,Short-term,https://www.freelancer.com/projects/caricature-cartoons/minimalist-emotion-themed-line-art
Freelancer.com,Social Media Manager for Sales,Mixed,"Content Writing, Facebook Marketing, Marketing, Social Media Marketing, Twitter",Fixed,100,Worldwide,Short-term,https://www.freelancer.com/projects/social-media-marketing/social-media-manager-for-sales-39550016
Freelancer.com,Engaging Voice Over for Training Video -- 2,Mixed,"Audio Production, Audio Services, Commercials, Music, Voice Artist, Voice Talent",Fixed,23,Worldwide,Short-term,https://www.freelancer.com/projects/audio-services/engaging-voice-over-for-training
Freelancer.com,Modern Logo Design for Apparel Brand,Mixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,20,Worldwide,Short-term,https://www.freelancer.com/contest/modern-logo-design-for-apparel-brand-2581208
Freelancer.com,Google Sheets Automation for Inventory,Mixed,"Excel, Google App Engine, JavaScript, PHP, Software Architecture",Fixed,160,Worldwide,Short-term,https://www.freelancer.com/projects/php/google-sheets-automation-for-inventory
Freelancer.com,Website Overhaul with WHMCS Integration,Mixed,"Graphic Design, HTML, PHP, Website Design, WHMCS",Fixed,457,Worldwide,Short-term,https://www.freelancer.com/projects/php/website-overhaul-with-whmcs-integration
Freelancer.com,Trendy TikTok Video Editor -- 2,Mixed,"After Effects, Video Production, Videography",Fixed,18,Worldwide,Short-term,https://www.freelancer.com/projects/video-production/trendy-tiktok-video-editor
Freelancer.com,Content Creation Specialist Needed -- 2,Mixed,"Article Writing, Blog, Content Writing, Copywriting, Ghostwriting",Fixed,17,Worldwide,Short-term,https://www.freelancer.com/projects/content-writing/content-creation-specialist-needed-39550005
Freelancer.com,Vinted Clone Development,Mixed,"Engineering, MySQL",Fixed,4161,Worldwide,Short-term,https://www.freelancer.com/projects/mysql/vinted-clone-development
Freelancer.com,Grant Finder for Health Startups,Mixed,"Grant Writing, Internet Research, Market Research, Research, Research Writing",Fixed,1023,Worldwide,Short-term,https://www.freelancer.com/projects/internet-research/grant-finder-for-health-startups
Freelancer.com,"Looking to Develop Software to Extract Data from WhatsApp, Telegram, WeChat Profiles (Up to a Billion Contacts)",Mixed,"Automation, Node.js, Puppet, Python, Selenium",Fixed,443,Worldwide,Short-term,https://www.freelancer.com/projects/python/looking-develop-software-extract-data
Freelancer.com,Cinematic Wedding Video Editor,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,277,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/cinematic-wedding-video-editor-39550001
Freelancer.com,Stellar Soroban Developer for Fintech Startup,Mixed,"Article Writing, Data Entry, Logo Design, Mobile App Development, Website Design",Fixed,2222,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/stellar-soroban-developer-for-fintech
Freelancer.com,Cross-Platform Scientific Image App Development,Mixed,"Android, Graphic Design, iPhone, Mobile App Development, User Interface / IA",Fixed,226,Worldwide,Short-term,https://www.freelancer.com/projects/iphone-app-development/cross-platform-scientific-image-app
Freelancer.com,Indian Wedding Video Editing,Mixed,"Audio Services, Video Editing, Video Production, Video Services, Videography",Fixed,232,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/indian-wedding-video-editing-39549990
Freelancer.com,Modern Monogram Logo,Mixed,"Graphic Design, Logo Design",Fixed,15,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/modern-monogram-logo
Freelancer.com,Mobile Game Modding Specialist,Mixed,"Android, Game Design, Game Development, iPhone, Mobile App Development",Fixed,190,Worldwide,Short-term,https://www.freelancer.com/projects/game-development/mobile-game-modding-specialist
Freelancer.com,Social Media VA for New Platforms,Mixed,"Facebook Marketing, Instagram, Internet Marketing, Social Media Marketing, Virtual Assistant",Fixed,352,Worldwide,Short-term,https://www.freelancer.com/projects/social-media-marketing/social-media-for-new-platforms
Freelancer.com,Premium Wood Product Portfolio Website Creation,Mixed,"Graphic Design, HTML, PHP, User Interface / IA, Website Design",Fixed,259,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/premium-wood-product-portfolio-website
Freelancer.com,Realistic Portraits Digital Art Sales,Mixed,"ChatGPT, Etsy",Fixed,99,Worldwide,Short-term,https://www.freelancer.com/projects/chatgpt/realistic-portraits-digital-art-sales
Freelancer.com,Embedded Systems Developer for Indoor Tracking,Mixed,"Arduino, Bluetooth Low Energy (BLE), C Programming, Electronics, Microcontroller",Fixed,11,Worldwide,Short-term,https://www.freelancer.com/projects/electronics/embedded-systems-developer-for-indoor
Freelancer.com,3D dora  10 web  Ai,Mixed,"3D Rendering, AI Model Development, SEO, Training, Website Design, WordPress",Fixed,24,Worldwide,Short-term,https://www.freelancer.com/projects/rendering/dora-web
Freelancer.com,Earthy Hippie-Inspired Logo Design,Mixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,27,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/earthy-hippie-inspired-logo-design
Freelancer.com,Logo con effetti pixel,Mixed,"Adobe Illustrator, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,11,Worldwide,Short-term,https://www.freelancer.com/contest/logo-con-effetti-pixel-2581205
Freelancer.com,Dynamic Animated YouTube Video Editor,Mixed,"After Effects, Animation, Video Editing, Video Production, Video Services",Fixed,18,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/dynamic-animated-youtube-video-editor
Freelancer.com,Natural Photo Editing for Instagram,Mixed,"Adobe Lightroom, Photo Editing, Photography, Photoshop, Photoshop Design",Fixed,10,Worldwide,Short-term,https://www.freelancer.com/projects/photoshop/natural-photo-editing-for-instagram
Freelancer.com,Task Management System Creation,Mixed,"Excel, Excel Macros, Excel VB Capabilities, Excel VBA, HTML, PHP, Project Management, Software Architecture",Fixed,54,Worldwide,Short-term,https://www.freelancer.com/contest/task-management-system-creation-2581203
Freelancer.com,Residential Drafter Needed for Lakefront Home,Mixed,"AutoCAD, Building Architecture, CAD/CAM, Home Design, Interior Design",Fixed,371,Worldwide,Short-term,https://www.freelancer.com/projects/autocad/residential-drafter-needed-for-lakefront
Freelancer.com,Google Publisher Center Setup for News Articles,Mixed,"Internet Marketing, SEO",Fixed,22,Worldwide,Short-term,https://www.freelancer.com/projects/seo/google-publisher-center-setup-for
Freelancer.com,Classic Business Card Design,Mixed,"Business Card Design, Graphic Design, Logo Design, Photoshop, Photoshop Design",Fixed,77,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/classic-business-card-design-39549939
Freelancer.com,E-commerce Website Development,Mixed,"eCommerce, HTML, PHP, Shopping Cart Integration, Website Design",Fixed,260,Worldwide,Short-term,https://www.freelancer.com/projects/ecommerce/commerce-website-development-39549936
Freelancer.com,Corporate PowerPoint Revamp,Mixed,"Adobe InDesign, Brochure Design, Graphic Design, Powerpoint, Presentations",Fixed,33,Worldwide,Short-term,https://www.freelancer.com/projects/powerpoint/corporate-powerpoint-revamp-39549933
Freelancer.com,Astrology-Themed Website Transfer and Animation,Mixed,"Graphic Design, HTML, PHP, Website Design, WordPress",Fixed,789,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/astrology-themed-website-transfer
Freelancer.com,"Need VFX Artist for Green Screen Editing, Particle Effects & Warm Night Color Grading",Mixed,"After Effects, Animation, Video Editing, Video Production, Video Services",Fixed,46,Worldwide,Short-term,https://www.freelancer.com/projects/after-effects/need-vfx-artist-for-green
Freelancer.com,تصميم 3D لمبنى مستقبلي -- 2,Mixed,"3D Animation, 3D Modelling, 3D Rendering, 3ds Max, AutoCAD",Fixed,142,Worldwide,Short-term,https://www.freelancer.com/projects/3d-modelling/project-39549930
Freelancer.com,Mod Installation Help for Bannerlord,Mixed,"Game Design, HTML, Linux, Modding, PHP, System Admin",Fixed,28,Worldwide,Short-term,https://www.freelancer.com/projects/php/mod-installation-help-for-bannerlord
Freelancer.com,Service Appointment Booking Script for website,Mixed,"Graphic Design, HTML, MySQL, PHP, Python, Website Design",Fixed,199,Worldwide,Short-term,https://www.freelancer.com/projects/php/service-appointment-booking-script-for
Freelancer.com,Laravel API and WooCommerce Integration,Mixed,"HTML, MySQL, PHP, Software Architecture, WordPress",Fixed,31,Worldwide,Short-term,https://www.freelancer.com/projects/php/laravel-api-woocommerce-integration
Freelancer.com,OEM Boat Engine Parts Website Development,Mixed,"eCommerce, HTML, MySQL, PHP, Software Architecture, Software Testing, Web Hosting, Website Design, Website Testing, WordPress",Fixed,856,Worldwide,Short-term,https://www.freelancer.com/projects/ecommerce/oem-boat-engine-parts-website
Freelancer.com,OEM Boat Engine Parts Website Development,Mixed,"eCommerce, HTML, MySQL, PHP, Software Architecture, Software Testing, Web Hosting, Website Design, Website Testing, WordPress",Fixed,851,Worldwide,Short-term,https://www.freelancer.com/projects/ecommerce/oem-boat-engine-parts-website
Freelancer.com,Fix Laravel App Frontend (NextJS) Bugs,Mixed,"AngularJS, HTML, JavaScript, Laravel, Next.js, PHP",Fixed,19,Worldwide,Short-term,https://www.freelancer.com/projects/laravel/fix-laravel-app-frontend-nextjs
Freelancer.com,Advanced Car Listing Website & Chatbot Development -- 3,Mixed,"AI Chatbot Development, Google App Engine, JavaScript, PHP, Python, Software Architecture, Web Hosting, Web Scraping, Website Management",Fixed,25,Worldwide,Short-term,https://www.freelancer.com/projects/php/advanced-car-listing-website-chatbot-39549918
Freelancer.com,Gamification for Mental Health Platform,Mixed,"Android, Game Design, Game Development, iPhone, Mobile App Development",Fixed,1624,Worldwide,Short-term,https://www.freelancer.com/projects/android/gamification-for-mental-health-platform
Freelancer.com,Test Prep Educational Platform Development -- 2,Mixed,"Graphic Design, iPhone, Mobile App Development, PHP, Website Design",Fixed,314,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/test-prep-educational-platform
Freelancer.com,Launch Digital E-book Business on Etsy,Mixed,"ChatGPT, Etsy, Facebook Marketing, Internet Marketing, Marketing, Sales, Social Media Marketing",Fixed,43,Worldwide,Short-term,https://www.freelancer.com/projects/facebook-marketing/launch-digital-book-business-etsy
Freelancer.com,Swan dalga modellemesi ve blue kenue ile gösterim ile ilgili proje -- 2,Mixed,"Construction Engineering, Engineering",Fixed,30,Worldwide,Short-term,https://www.freelancer.com/projects/engineering/swan-dalga-modellemesi-blue-kenue-39549895
Freelancer.com,Modern Minimalist Brand Designer,Mixed,"Business Card Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,27,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/modern-minimalist-brand-designer
Freelancer.com,Real Estate Deal Manager Needed,Mixed,"Contracts, Employment Law, Legal, Legal Research, Legal Writing",Fixed,2035,Worldwide,Short-term,https://www.freelancer.com/projects/legal/real-estate-deal-manager-needed
Freelancer.com,4 minute animation,Mixed,"3D Animation, Adobe Flash, After Effects, Animation, Caricature & Cartoons",Fixed,20,Worldwide,Short-term,https://www.freelancer.com/projects/animation/minute-animation-39549888
Freelancer.com,Dimensional Layout for Equipment and Housing CAD,Mixed,"3D Animation, 3D Modelling, AutoCAD, Excel",Fixed,16,Worldwide,Short-term,https://www.freelancer.com/projects/autocad/dimensional-layout-for-equipment-housing
Freelancer.com,Social Media Marketing Video Creation,Mixed,"Facebook Marketing, Pinterest, Social Media Marketing, Twitter, YouTube",Fixed,18,Worldwide,Short-term,https://www.freelancer.com/projects/facebook-marketing/social-media-marketing-video-creation-39549880
Freelancer.com,Ongoing Modern Graphic Design Specialist,Mixed,"Business Card Design, Graphic Design, Logo Design, Photoshop, Poster Design",Fixed,28,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/ongoing-modern-graphic-design-specialist
Freelancer.com,Engaging Voice Over for Training Video,Mixed,"Audio Production, Audio Services, Commercials, Music, Voice Artist, Voice Talent",Fixed,26,Worldwide,Short-term,https://www.freelancer.com/projects/voice-talent/engaging-voice-over-for-training
Freelancer.com,HTML Layout Fixes,Mixed,"CSS, Graphic Design, HTML, PHP, Website Design",Fixed,12,Worldwide,Short-term,https://www.freelancer.com/projects/html/html-layout-fixes
Freelancer.com,Minimalistic Portfolio Website Development,Mixed,"Graphic Design, HTML, PHP, Website Design, WordPress",Fixed,173,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/minimalistic-portfolio-website-39549868
Freelancer.com,create a replica of chatgpt using api,Mixed,"MongoDB, Next.js, Python",Fixed,150,Worldwide,Short-term,https://www.freelancer.com/projects/python/create-replica-chatgpt-using-api
Freelancer.com,ChatGPT Real Estate Clone Development,Mixed,"HTML, MySQL, PHP, Python, Software Architecture",Fixed,149,Worldwide,Short-term,https://www.freelancer.com/projects/python/chatgpt-real-estate-clone-development
Freelancer.com,Company Overview PowerPoint Design,Mixed,"Adobe InDesign, Brochure Design, Graphic Design, Illustrator, Photoshop, Photoshop Design, Powerpoint, Website Design",Fixed,107,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/company-overview-powerpoint-design
Freelancer.com,ANSYS 3D Turbine Simulation Expert,Mixed,"CAD/CAM, Engineering, Finite Element Analysis, Mechanical Engineering, Solidworks",Fixed,12,Worldwide,Short-term,https://www.freelancer.com/projects/mechanical-engineering/ansys-turbine-simulation-expert
Freelancer.com,Advanced Process Technology Assignment,Mixed,"Alchemist, Chemical Engineering, Engineering, Mechanical Engineering",Fixed,176,Worldwide,Short-term,https://www.freelancer.com/projects/chemical-engineering/advanced-process-technology-assignment
Freelancer.com,2D Animation Video Creation,Mixed,"After Effects, Animation, Motion Graphics, Video Services",Fixed,26,Worldwide,Short-term,https://www.freelancer.com/projects/animation/animation-video-creation-39549470
Freelancer.com,Minimalist Typography Logo Design,Mixed,"3D Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,48,Worldwide,Short-term,https://www.freelancer.com/projects/3d-design/minimalist-typography-logo-design
Freelancer.com,Basic Spanish Writers Needed for Ongoing Content Creation,Mixed,"Article Writing, Content Writing, Copywriting, Ghostwriting, Spanish Translator",Fixed,15,Worldwide,Short-term,https://www.freelancer.com/projects/articles/basic-spanish-writers-needed-for
Freelancer.com,Local Brand Awareness Ads,Mixed,"Advertising, Content Marketing, Facebook Marketing, Internet Marketing, Social Media Marketing",Fixed,103,Worldwide,Short-term,https://www.freelancer.com/projects/facebook-marketing/local-brand-awareness-ads
Freelancer.com,Annual Financial Statements Review,Mixed,"Accounting, Business Analysis, Finance, Financial Analysis, Financial Research",Fixed,53,Worldwide,Short-term,https://www.freelancer.com/projects/accounting/annual-financial-statements-review
Freelancer.com,Social Media Growth Strategy for Leivoo App,Mixed,"Branding, Growth Hacking, Influencer Marketing, Instagram Marketing, TikTok, Video Editing, Viral Marketing",Fixed,171,Worldwide,Short-term,https://www.freelancer.com/projects/instagram-marketing/social-media-growth-strategy-for
Freelancer.com,T-Shirt Design,Mixed,"Graphic Design, Illustrator, Photoshop, Photoshop Design, T-Shirts",Fixed,21,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/nature-inspired-shirt-design-39549191
